Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2023/05/08;1,157.44;1,164.18;-6.74;-0.58%;-23.41;-10.00
2023/05/09;1,159.53;1,157.44;2.09;0.18%;-23.29;-9.83
2023/05/10;1,160.15;1,159.53;0.62;0.05%;-23.11;-9.79
2023/05/11;1,143.42;1,160.15;-16.73;-1.44%;-24.06;-11.09
2023/05/12;1,159.12;1,143.42;15.70;1.37%;-23.34;-9.87
2023/05/15;1,148.13;1,159.12;-10.99;-0.95%;-24.32;-10.72
2023/05/16;1,137.65;1,148.13;-10.48;-0.91%;-24.47;-11.54
2023/05/17;1,134.23;1,137.65;-3.42;-0.30%;-22.58;-11.80
2023/05/18;1,136.76;1,134.23;2.53;0.22%;-19.44;-11.60
2023/05/19;1,123.90;1,136.76;-12.86;-1.13%;-22.98;-12.60
2023/05/23;1,122.65;1,123.90;-1.25;-0.11%;-24.28;-12.70
2023/05/24;1,110.71;1,122.65;-11.94;-1.06%;-25.52;-13.63
2023/05/25;1,098.60;1,110.71;-12.11;-1.09%;-27.17;-14.57
2023/05/26;1,100.97;1,098.60;2.37;0.22%;-28.14;-14.39
2023/05/29;1,101.47;1,100.97;0.50;0.05%;-31.29;-14.35
2023/05/30;1,092.64;1,101.47;-8.83;-0.80%;-31.84;-15.04
2023/05/31;1,099.03;1,092.64;6.39;0.58%;-31.50;-14.54
2023/06/01;1,117.93;1,099.03;18.90;1.72%;-30.57;-13.07
2023/06/02;1,147.97;1,117.93;30.04;2.69%;-28.87;-10.73
2023/06/05;1,151.72;1,147.97;3.75;0.33%;-28.38;-10.44
2023/06/06;1,193.83;1,151.72;42.11;3.66%;-24.77;-7.17
2023/06/07;1,199.68;1,193.83;5.85;0.49%;-23.13;-6.71
2023/06/08;1,190.76;1,199.68;-8.92;-0.74%;-22.00;-7.41
2023/06/09;1,183.97;1,190.76;-6.79;-0.57%;-22.65;-7.93
2023/06/13;1,185.36;1,183.97;1.39;0.12%;-21.03;-7.83
2023/06/14;1,178.28;1,185.36;-7.08;-0.60%;-19.49;-8.38
2023/06/15;1,178.54;1,178.28;0.26;0.02%;-20.00;-8.36
2023/06/16;1,173.90;1,178.54;-4.64;-0.39%;-19.26;-8.72
2023/06/20;1,161.07;1,173.90;-12.83;-1.09%;-16.97;-9.71
2023/06/21;1,151.83;1,161.07;-9.24;-0.80%;-16.05;-10.43
2023/06/22;1,141.67;1,151.83;-10.16;-0.88%;-14.72;-11.22
2023/06/23;1,133.54;1,141.67;-8.13;-0.71%;-17.01;-11.86
2023/06/26;1,138.45;1,133.54;4.91;0.43%;-16.92;-11.47
2023/06/27;1,129.51;1,138.45;-8.94;-0.79%;-17.57;-12.17
2023/06/28;1,127.37;1,129.51;-2.14;-0.19%;-16.29;-12.33
2023/06/29;1,130.93;1,127.37;3.56;0.32%;-14.51;-12.06
2023/06/30;1,133.60;1,130.93;2.67;0.24%;-16.52;-11.85
2023/07/04;1,134.27;1,133.60;0.67;0.06%;-14.95;-11.80
2023/07/05;1,121.71;1,134.27;-12.56;-1.11%;-16.07;-12.78
2023/07/06;1,115.02;1,121.71;-6.69;-0.60%;-17.42;-13.30
2023/07/07;1,133.11;1,115.02;18.09;1.62%;-16.37;-11.89
2023/07/10;1,130.84;1,133.11;-2.27;-0.20%;-15.90;-12.07
2023/07/11;1,147.86;1,130.84;17.02;1.51%;-14.83;-10.74
2023/07/12;1,162.39;1,147.86;14.53;1.27%;-11.89;-9.61
2023/07/13;1,173.36;1,162.39;10.97;0.94%;-7.79;-8.76
2023/07/14;1,164.20;1,173.36;-9.16;-0.78%;-8.63;-9.47
2023/07/17;1,160.14;1,164.20;-4.06;-0.35%;-9.48;-9.79
2023/07/18;1,169.79;1,160.14;9.65;0.83%;-10.22;-9.04
2023/07/19;1,173.75;1,169.79;3.96;0.34%;-9.12;-8.73
2023/07/21;1,172.85;1,173.75;-0.90;-0.08%;-6.90;-8.80
2023/07/24;1,172.41;1,172.85;-0.44;-0.04%;-9.10;-8.83
2023/07/25;1,171.24;1,172.41;-1.17;-0.10%;-9.54;-8.92
2023/07/26;1,164.32;1,171.24;-6.92;-0.59%;-10.44;-9.46
2023/07/27;1,166.84;1,164.32;2.52;0.22%;-11.61;-9.27
2023/07/28;1,161.83;1,166.84;-5.01;-0.43%;-10.34;-9.66
2023/07/31;1,174.70;1,161.83;12.87;1.10%;-7.65;-8.65
2023/08/01;1,178.85;1,174.70;4.15;0.35%;-7.99;-8.33
2023/08/02;1,160.90;1,178.85;-17.95;-1.52%;-9.24;-9.73
2023/08/03;1,173.89;1,160.90;12.99;1.12%;-8.39;-8.72
2023/08/04;1,170.23;1,173.89;-3.66;-0.31%;-9.98;-9.00
2023/08/08;1,173.40;1,170.23;3.17;0.27%;-11.24;-8.76
2023/08/09;1,166.07;1,173.40;-7.33;-0.62%;-11.26;-9.33
2023/08/10;1,152.82;1,166.07;-13.25;-1.14%;-12.96;-10.36
2023/08/11;1,147.50;1,152.82;-5.32;-0.46%;-13.77;-10.77
2023/08/14;1,145.53;1,147.50;-1.97;-0.17%;-13.30;-10.92
2023/08/15;1,130.14;1,145.53;-15.39;-1.34%;-14.47;-12.12
2023/08/16;1,143.55;1,130.14;13.41;1.19%;-13.57;-11.08
2023/08/17;1,134.99;1,143.55;-8.56;-0.75%;-14.28;-11.74
2023/08/18;1,132.66;1,134.99;-2.33;-0.21%;-13.39;-11.92
2023/08/22;1,115.74;1,132.66;-16.92;-1.49%;-13.47;-13.24
2023/08/23;1,099.55;1,115.74;-16.19;-1.45%;-14.89;-14.50
2023/08/24;1,101.11;1,099.55;1.56;0.14%;-15.58;-14.38
2023/08/25;1,101.64;1,101.11;0.53;0.05%;-15.18;-14.34
2023/08/28;1,104.31;1,101.64;2.67;0.24%;-14.38;-14.13
2023/08/29;1,111.25;1,104.31;6.94;0.63%;-12.51;-13.59
2023/08/30;1,114.86;1,111.25;3.61;0.32%;-9.23;-13.31
2023/08/31;1,076.12;1,114.86;-38.74;-3.47%;-12.08;-16.32
2023/09/01;1,084.71;1,076.12;8.59;0.80%;-12.02;-15.65
