Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2020/07/14;1,144.53;1,145.16;-0.63;-0.06%;-29.33;-31.15
2020/07/15;1,144.85;1,144.53;0.32;0.03%;-28.76;-31.13
2020/07/16;1,153.15;1,144.85;8.30;0.72%;-27.33;-30.63
2020/07/17;1,156.16;1,153.15;3.01;0.26%;-27.75;-30.45
2020/07/21;1,166.61;1,156.16;10.45;0.90%;-27.18;-29.82
2020/07/22;1,168.52;1,166.61;1.91;0.16%;-26.63;-29.70
2020/07/23;1,181.78;1,168.52;13.26;1.13%;-25.92;-28.91
2020/07/24;1,173.93;1,181.78;-7.85;-0.66%;-25.72;-29.38
2020/07/27;1,180.73;1,173.93;6.80;0.58%;-25.51;-28.97
2020/07/28;1,170.99;1,180.73;-9.74;-0.82%;-25.32;-29.56
2020/07/29;1,174.91;1,170.99;3.92;0.33%;-24.78;-29.32
2020/07/30;1,164.66;1,174.91;-10.25;-0.87%;-24.25;-29.94
2020/07/31;1,134.34;1,164.66;-30.32;-2.60%;-26.50;-31.76
2020/08/03;1,133.10;1,134.34;-1.24;-0.11%;-24.61;-31.84
2020/08/04;1,128.41;1,133.10;-4.69;-0.41%;-25.41;-32.12
2020/08/05;1,138.01;1,128.41;9.60;0.85%;-26.36;-31.54
2020/08/06;1,142.18;1,138.01;4.17;0.37%;-26.09;-31.29
2020/08/10;1,143.50;1,142.18;1.32;0.12%;-25.32;-31.21
2020/08/11;1,134.41;1,143.50;-9.09;-0.79%;-27.02;-31.76
2020/08/12;1,141.78;1,134.41;7.37;0.65%;-24.67;-31.31
2020/08/13;1,149.97;1,141.78;8.19;0.72%;-24.55;-30.82
2020/08/14;1,153.28;1,149.97;3.31;0.29%;-25.24;-30.62
2020/08/18;1,168.46;1,153.28;15.18;1.32%;-24.54;-29.71
2020/08/19;1,161.72;1,168.46;-6.74;-0.58%;-24.63;-30.11
2020/08/20;1,174.12;1,161.72;12.40;1.07%;-23.10;-29.37
2020/08/21;1,186.29;1,174.12;12.17;1.04%;-21.19;-28.64
2020/08/24;1,205.18;1,186.29;18.89;1.59%;-20.66;-27.50
2020/08/25;1,230.56;1,205.18;25.38;2.11%;-19.65;-25.97
