Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2022/04/18;1,603.80;1,615.12;-11.32;-0.70%;22.18;13.66
2022/04/19;1,603.60;1,603.80;-0.20;-0.01%;22.28;13.65
2022/04/20;1,635.71;1,603.60;32.11;2.00%;25.32;15.92
2022/04/21;1,616.87;1,635.71;-18.84;-1.15%;24.75;14.59
2022/04/22;1,614.75;1,616.87;-2.12;-0.13%;25.93;14.44
2022/04/25;1,576.06;1,614.75;-38.69;-2.40%;22.50;11.70
2022/04/26;1,575.37;1,576.06;-0.69;-0.04%;21.82;11.65
2022/04/27;1,586.26;1,575.37;10.89;0.69%;23.33;12.42
2022/04/28;1,592.99;1,586.26;6.73;0.42%;24.64;12.90
2022/04/29;1,562.46;1,592.99;-30.53;-1.92%;24.93;10.73
2022/05/02;1,582.67;1,562.46;20.21;1.29%;30.08;12.16
2022/05/03;1,593.36;1,582.67;10.69;0.68%;30.85;12.92
2022/05/04;1,613.72;1,593.36;20.36;1.28%;30.13;14.36
2022/05/05;1,581.65;1,613.72;-32.07;-1.99%;24.87;12.09
2022/05/06;1,556.15;1,581.65;-25.50;-1.61%;21.39;10.28
2022/05/09;1,511.39;1,556.15;-44.76;-2.88%;15.22;7.11
2022/05/10;1,511.73;1,511.39;0.34;0.02%;16.99;7.14
2022/05/11;1,509.00;1,511.73;-2.73;-0.18%;17.40;6.94
2022/05/12;1,505.80;1,509.00;-3.20;-0.21%;19.29;6.72
2022/05/13;1,512.12;1,505.80;6.32;0.42%;17.24;7.16
2022/05/16;1,517.19;1,512.12;5.07;0.34%;19.63;7.52
2022/05/17;1,506.32;1,517.19;-10.87;-0.72%;18.78;6.75
2022/05/18;1,465.19;1,506.32;-41.13;-2.73%;15.76;3.84
2022/05/19;1,411.11;1,465.19;-54.08;-3.69%;12.47;0.00
2022/05/20;1,459.25;1,411.11;48.14;3.41%;17.29;3.42
2022/05/23;1,482.80;1,459.25;23.55;1.61%;20.78;5.09
2022/05/24;1,482.77;1,482.80;-0.03;0.00%;23.17;5.08
2022/05/25;1,491.48;1,482.77;8.71;0.59%;25.25;5.70
2022/05/26;1,508.62;1,491.48;17.14;1.15%;27.61;6.92
2022/05/27;1,532.31;1,508.62;23.69;1.57%;26.99;8.59
2022/05/31;1,603.23;1,532.31;70.92;4.63%;31.07;13.62
2022/06/01;1,604.54;1,603.23;1.31;0.08%;28.57;13.71
2022/06/02;1,610.21;1,604.54;5.67;0.35%;27.97;14.12
2022/06/03;1,614.09;1,610.21;3.88;0.24%;29.59;14.39
2022/06/06;1,608.21;1,614.09;-5.88;-0.36%;27.77;13.97
2022/06/07;1,587.07;1,608.21;-21.14;-1.31%;26.09;12.48
2022/06/08;1,560.76;1,587.07;-26.31;-1.66%;24.33;10.61
2022/06/09;1,526.79;1,560.76;-33.97;-2.18%;21.15;8.20
2022/06/10;1,530.73;1,526.79;3.94;0.26%;21.33;8.48
2022/06/13;1,484.58;1,530.73;-46.15;-3.01%;18.55;5.21
2022/06/14;1,501.18;1,484.58;16.60;1.12%;19.87;6.39
2022/06/15;1,463.55;1,501.18;-37.63;-2.51%;17.01;3.72
2022/06/16;1,473.19;1,463.55;9.64;0.66%;17.96;4.40
2022/06/17;1,454.02;1,473.19;-19.17;-1.30%;15.64;3.05
2022/06/21;1,398.42;1,454.02;-55.60;-3.82%;12.53;-0.88
2022/06/22;1,372.20;1,398.42;-26.22;-1.87%;10.04;-2.74
2022/06/23;1,338.83;1,372.20;-33.37;-2.43%;4.69;-5.11
2022/06/24;1,365.96;1,338.83;27.13;2.03%;6.36;-3.19
2022/06/28;1,370.38;1,365.96;4.42;0.32%;9.01;-2.87
2022/06/29;1,346.88;1,381.09;-34.21;-2.48%;7.85;-4.54
2022/06/30;1,322.88;1,346.88;-24.00;-1.78%;4.95;-6.24
2022/07/01;1,357.98;1,322.88;35.10;2.65%;5.32;-3.75
2022/07/05;1,333.69;1,357.98;-24.29;-1.79%;4.84;-5.47
2022/07/06;1,336.49;1,333.69;2.80;0.21%;3.89;-5.27
2022/07/07;1,350.26;1,336.49;13.77;1.03%;5.15;-4.30
2022/07/08;1,354.92;1,350.26;4.66;0.35%;4.78;-3.97
2022/07/11;1,344.65;1,354.92;-10.27;-0.76%;3.55;-4.70
2022/07/12;1,347.88;1,344.65;3.23;0.24%;4.18;-4.47
2022/07/13;1,319.29;1,347.88;-28.59;-2.12%;2.71;-6.49
2022/07/14;1,272.51;1,319.29;-46.78;-3.55%;-0.05;-9.81
2022/07/15;1,274.19;1,272.51;1.68;0.13%;0.13;-9.69
2022/07/18;1,281.71;1,274.19;7.52;0.59%;3.52;-9.16
2022/07/19;1,303.01;1,281.71;21.30;1.66%;4.18;-7.65
2022/07/21;1,291.55;1,303.01;-11.46;-0.88%;3.16;-8.46
2022/07/22;1,259.80;1,291.55;-31.75;-2.46%;0.44;-10.71
2022/07/25;1,289.89;1,259.80;30.09;2.39%;2.67;-8.58
2022/07/26;1,294.82;1,289.89;4.93;0.38%;3.61;-8.23
2022/07/27;1,300.17;1,294.82;5.35;0.41%;4.58;-7.85
2022/07/28;1,320.20;1,300.17;20.03;1.54%;5.96;-6.43
2022/07/29;1,295.96;1,320.20;-24.24;-1.84%;4.78;-8.15
2022/08/01;1,272.10;1,295.96;-23.86;-1.84%;2.91;-9.84
2022/08/02;1,281.28;1,272.10;9.18;0.72%;3.70;-9.19
2022/08/03;1,279.20;1,281.28;-2.08;-0.16%;3.09;-9.33
2022/08/04;1,281.45;1,279.20;2.25;0.18%;4.40;-9.17
2022/08/05;1,300.09;1,281.45;18.64;1.45%;5.99;-7.85
2022/08/08;1,333.07;1,300.09;32.98;2.54%;8.42;-5.52
2022/08/09;1,322.08;1,333.07;-10.99;-0.82%;6.93;-6.29
2022/08/10;1,314.08;1,322.08;-8.00;-0.61%;5.40;-6.86
2022/08/11;1,324.48;1,314.08;10.40;0.79%;5.24;-6.12
2022/08/12;1,330.82;1,324.48;6.34;0.48%;4.88;-5.68
2022/08/16;1,321.38;1,330.82;-9.44;-0.71%;1.51;-6.34
2022/08/17;1,323.22;1,321.38;1.84;0.14%;-0.20;-6.21
2022/08/18;1,324.12;1,323.22;0.90;0.07%;-0.41;-6.15
2022/08/19;1,307.78;1,324.12;-16.34;-1.23%;-1.44;-7.31
2022/08/22;1,293.27;1,307.78;-14.51;-1.11%;-3.08;-8.34
2022/08/23;1,289.54;1,293.27;-3.73;-0.29%;-2.91;-8.60
2022/08/24;1,291.98;1,289.54;2.44;0.19%;-2.84;-8.43
2022/08/25;1,304.36;1,291.98;12.38;0.96%;-0.73;-7.55
2022/08/26;1,298.84;1,304.36;-5.52;-0.42%;-2.01;-7.94
2022/08/29;1,289.86;1,298.84;-8.98;-0.69%;-2.47;-8.58
2022/08/30;1,270.29;1,289.86;-19.57;-1.52%;-3.76;-9.97
2022/08/31;1,228.33;1,270.29;-41.96;-3.30%;-7.03;-12.94
2022/09/01;1,224.00;1,228.33;-4.33;-0.35%;-8.10;-13.25
